"scientificName","n","dataFrom"
"Andrena anatolica Alfken, 1935",3,"points"
"Andrena anatolis Linsley and MacSwain, 1961",176,"points"
"Andrena andrenoides (Cresson, 1878)",950,"points"
"Andrena angarensis Cockerell, 1929",2,"points"
"Andrena angelesia Timberlake, 1951",34,"points"
"Andrena angustella Cockerell, 1936",140,"points"
"Andrena angusticrus LaBerge, 1971",18,"points"
"Andrena angustior (Kirby, 1802)",1493,"points"
"Andrena angustitarsata Viereck, 1904",4426,"points"
"Andrena anisochlora Cockerell, 1936",245,"points"
"Andrena annectens Ribble, 1968",22,"points"
"Andrena anograe Cockerell, 1901",101,"points"
"Andrena anthrisci Blüthgen, 1925",56,"points"
"Andrena antigana Pérez, 1895",35,"points"
"Andrena antonellae Praz and Genoud, 2022",17,"points"
"Andrena antonitonis Viereck and Cockerell, 1914",1,"points"
"Andrena apacheorum Cockerell, 1897",148,"points"
"Andrena apasta Linsley and MacSwain, 1961",31,"points"
"Andrena apicata Smith, 1847",817,"points"
"Andrena apiformis Kriechbaumer, 1873",2,"points"
"Andrena aquila LaBerge, 1971",16,"points"
"Andrena arabis Robertson, 1897",1514,"points"
"Andrena arctostaphylae Ribble, 1968",59,"points"
"Andrena ardis LaBerge, 1967",16,"points"
"Andrena arenicola LaBerge and Ribble, 1972",83,"points"
"Andrena argemonis Cockerell, 1896",427,"points"
"Andrena argentata Smith, 1844",2353,"points"
"Andrena argentiscopa Viereck, 1917",1,"points"
"Andrena arima Cameron, 1909",1,"points"
"Andrena arsinoe Schmiedeknecht, 1900",4,"points"
"Andrena aruana Warncke, 1967",2,"points"
"Andrena asiatica Friese, 1921",3,"points"
"Andrena asperrima Pérez, 1895",42,"points"
"Andrena assimilis Radoszkowski, 1876",34,"points"
"Andrena asteris Robertson, 1891",1410,"points"
"Andrena asteroides Mitchell, 1960",57,"points"
"Andrena astica Warncke, 1967",3,"points"
"Andrena astragali Viereck and Cockerell, 1914",669,"points"
"Andrena athenensis Warncke, 1965",8,"points"
"Andrena atlantica Mitchell, 1960",271,"points"
"Andrena atrata Friese, 1887",19,"points"
"Andrena atrotegularis Hedicke, 1923",1,"points"
"Andrena atypica (Cockerell, 1941)",655,"points"
"Andrena auricoma Smith, 1879",1155,"points"
"Andrena aurihirta Donovan, 1977",343,"points"
"Andrena auripes LaBerge, 1967",8,"points"
"Andrena avara Warncke, 1967",11,"points"
"Andrena avulsa LaBerge and Ribble, 1972",11,"points"
"Andrena babai Tadauchi and Hirashima, 1987",86,"points"
"Andrena baeriae Timberlake, 1941",317,"points"
"Andrena baetica Wood, 2020",1,"points"
"Andrena bairacumensis Morawitz, 1876",3,"points"
"Andrena balsamorhizae LaBerge, 1967",401,"points"
"Andrena balucha Nurse, 1904",4,"points"
"Andrena banksi Malloch, 1917",430,"points"
"Andrena barbara Bouseman and LaBerge, 1979",1827,"points"
"Andrena barbareae Panzer, 1805",457,"points"
"Andrena barberi Cockerell, 1898",117,"points"
"Andrena barbilabris (Kirby, 1802)",12187,"points"
"Andrena basifusca Cockerell, 1930",1,"points"
"Andrena basimacula Alfken, 1929",2,"points"
"Andrena bassana Warncke, 1969",5,"points"
"Andrena batava Pérez, 1902",167,"points"
"Andrena bayona Warncke, 1975",3,"points"
"Andrena beameri LaBerge, 1967",23,"points"
"Andrena beaumonti Benoist, 1961",2,"points"
"Andrena bellidis Pérez, 1895",15,"points"
"Andrena bellidoides LaBerge, 1968",19,"points"
"Andrena bendensis Donovan, 1977",39,"points"
"Andrena benefica Hirashima, 1962",761,"points"
"Andrena benoisti Wood and Praz, 2021",26,"points"
"Andrena bentoni Cockerell, 1917",1,"points"
"Andrena berberidis Cockerell, 1905",34,"points"
"Andrena berkeleyi Viereck and Cockerell, 1914",16,"points"
"Andrena bernardina Linsley, 1938",27,"points"
"Andrena bernicla Warncke, 1975",2,"points"
"Andrena biareola LaBerge, 1971",34,"points"
"Andrena biarmica Warncke, 1975",3,"points"
"Andrena bicarinata Morawitz, 1876",2,"points"
"Andrena bicolor Fabricius, 1775",19148,"points"
"Andrena bicolorata (Rossi, 1790)",58,"points"
"Andrena biemarginata Nurse, 1904",6,"points"
"Andrena bifida Warncke, 1967",2,"points"
"Andrena biguttata Friese, 1923",1,"points"
"Andrena bilimeki LaBerge, 1967",81,"points"
"Andrena bimaculata (Kirby, 1802)",1150,"points"
"Andrena binominata Smith, 1853",9,"points"
"Andrena birtwelli Cockerell, 1901",694,"points"
"Andrena bisalicis Viereck, 1908",890,"points"
"Andrena biscutellata Viereck, 1917",10,"points"
"Andrena biskrensis Pérez, 1895",27,"points"
"Andrena bisulcata Morawitz, 1877",32,"points"
"Andrena blaisdelli Cockerell, 1924",51,"points"
"Andrena blanda Pérez, 1895",7,"points"
"Andrena blennospermatis Thorp, 1969",26,"points"
"Andrena bocensis Donovan, 1977",5,"points"
"Andrena bonasia Warncke, 1969",4,"points"
"Andrena boronensis Linsley and MacSwain, 1962",34,"points"
"Andrena boyerella Dours, 1872",12,"points"
"Andrena braccata Viereck, 1907",467,"points"
"Andrena bradleyi Viereck, 1907",800,"points"
"Andrena braunsiana Friese, 1887",10,"points"
"Andrena brevicornis Bouseman and LaBerge, 1979",17,"points"
"Andrena brevihirtiscopa Hirashima, 1962",171,"points"
"Andrena brevipalpis Cockerell, 1930",825,"points"
"Andrena breviscopa Pérez, 1895",4,"points"
"Andrena brooksi Larkin, 2004",32,"points"
"Andrena brumanensis Friese, 1899",4,"points"
"Andrena bruneri Viereck and Cockerell, 1914",144,"points"
"Andrena buccata LaBerge, 1971",16,"points"
"Andrena bucculenta LaBerge and Ribble, 1972",46,"points"
"Andrena bucephala Stephens, 1846",648,"points"
"Andrena buckelli Viereck, 1924",235,"points"
"Andrena bulgariensis Warncke, 1965",3,"points"
"Andrena bullata LaBerge, 1967",33,"points"
"Andrena butea Warncke, 1965",9,"points"
"Andrena byrsicola Schmiedeknecht, 1900",2,"points"
"Andrena bytinskii Warncke, 1969",3,"points"
"Andrena caerulea Smith, 1879",2008,"points"
"Andrena caesia Warncke, 1974",5,"points"
"Andrena calandra Warncke, 1975",1,"points"
"Andrena californiensis Ribble, 1968",117,"points"
"Andrena caliginosa Viereck, 1917",21,"points"
"Andrena callopyrrha Cockerell, 1929",9,"points"
"Andrena callosa Warncke, 1967",1,"points"
"Andrena calvata LaBerge, 1967",8,"points"
"Andrena camellia Wu, 1977",2,"points"
"Andrena camissoniae Linsley and MacSwain, 1968",3,"points"
"Andrena canadensis Dalla Torre, 1896",710,"points"
"Andrena candida Smith, 1879",2811,"points"
"Andrena candidiformis Viereck and Cockerell, 1914",561,"points"
"Andrena caneae Strand, 1915",14,"points"
"Andrena canohirta (Friese, 1923)",2,"points"
"Andrena cantiaca Warncke, 1975",3,"points"
"Andrena canuta Warncke, 1975",28,"points"
"Andrena capricornis Casad and Cockerell, 1896",113,"points"
"Andrena caprimulga Warncke, 1975",2,"points"
"Andrena cara Nurse, 1904",7,"points"
"Andrena carlini Cockerell, 1901",11332,"points"
"Andrena caroli Pérez, 1895",6,"points"
"Andrena carolina Viereck, 1909",1221,"points"
"Andrena carolinensis Mitchell, 1960",4,"points"
"Andrena casadae Cockerell, 1896",1,"points"
"Andrena caspica Morawitz, 1886",2,"points"
"Andrena castanea Warncke, 1975",2,"points"
"Andrena catula Warncke, 1993",76,"points"
"Andrena caudata Warncke, 1965",2,"points"
"Andrena ceanothi Viereck, 1917",497,"points"
"Andrena ceanothifloris Linsley, 1938",313,"points"
"Andrena cerasifolii Cockerell, 1896",2154,"points"
"Andrena cercocarpi Cockerell, 1936",160,"points"
"Andrena cerebrata Mitchell, 1960",44,"points"
"Andrena cervina Warncke, 1975",3,"points"
"Andrena chaetogastra Pittioni, 1950",3,"points"
"Andrena chalcogastra Brullé, 1840",107,"points"
"Andrena chalybaea (Cresson, 1878)",98,"points"
"Andrena chalybioides (Viereck, 1904)",67,"points"
"Andrena chaparralensis Neff and Larkin, 2002",7,"points"
"Andrena chapmanae Viereck, 1904",284,"points"
"Andrena chelma Warncke, 1975",2,"points"
"Andrena chengtehensis Yasumatsu, 1935",10,"points"
"Andrena chersona Warncke, 1972",3,"points"
"Andrena cheyennorum Viereck and Cockerell, 1914",143,"points"
"Andrena chionospila Cockerell, 1917",2,"points"
"Andrena chlorogaster Viereck, 1904",1748,"points"
"Andrena chlorosoma Linsley and MacSwain, 1961",159,"points"
"Andrena chlorura Cockerell, 1916",851,"points"
"Andrena chromotricha Cockerell, 1899",177,"points"
"Andrena chrysochersonesus Baker, 1995",4,"points"
"Andrena chrysopus Pérez, 1903",52,"points"
"Andrena chrysopyga Schenck, 1853",141,"points"
"Andrena chrysosceles (Kirby, 1802)",6275,"points"
"Andrena chylismiae Linsley and MacSwain, 1961",20,"points"
"Andrena ciconia Warncke, 1975",1,"points"
"Andrena cineraria (Linnaeus, 1758)",21793,"points"
"Andrena cinerea Brullé, 1832",148,"points"
"Andrena cinereophila Warncke, 1965",5,"points"
"Andrena cinnamonea Warncke, 1975",2,"points"
"Andrena citrinihirta Viereck, 1917",78,"points"
"Andrena clarkella (Kirby, 1802)",13943,"points"
"Andrena cleodora (Viereck, 1904)",554,"points"
"Andrena clusia Warncke, 1966",2,"points"
"Andrena clypella Strand, 1921",4,"points"
"Andrena coactipostica Viereck, 1917",100,"points"
"Andrena cochlearicalcar Lebedev, 1933",4,"points"
"Andrena coconina LaBerge, 1980",9,"points"
"Andrena coitana (Kirby, 1802)",1920,"points"
"Andrena collata Nurse, 1904",1,"points"
"Andrena colletiformis Morawitz, 1874",106,"points"
"Andrena colletina Cockerell, 1906",191,"points"
"Andrena columbiana Viereck, 1917",15507,"points"
"Andrena combaella Warncke, 1966",9,"points"
"Andrena combinata (Christ, 1791)",992,"points"
"Andrena combusta Morawitz, 1876",2,"points"
"Andrena commoda Smith, 1879",1366,"points"
"Andrena compositarum Thorp and LaBerge, 2005",9,"points"
"Andrena compta Lepeletier, 1841",10,"points"
"Andrena comta Eversmann, 1852",9,"points"
"Andrena concinna Smith, 1853",3,"points"
"Andrena concinnula (Cockerell, 1898)",704,"points"
"Andrena confederata Viereck, 1917",343,"points"
"Andrena confinis Stoeckhert, 1930",90,"points"
"Andrena congrua LaBerge, 1977",98,"points"
"Andrena congruens Schmiedeknecht, 1884",519,"points"
"Andrena convexifrons Wood, 2021",2,"points"
"Andrena coracina LaBerge and Bouseman, 1970",15,"points"
"Andrena corax Warncke, 1967",14,"points"
"Andrena cordialis Morawitz, 1877",19,"points"
"Andrena cornelli Viereck, 1907",281,"points"
"Andrena coromanda Warncke, 1975",4,"points"
"Andrena corssubalpina Theunert, 2007",2,"points"
"Andrena coruscata LaBerge, 1977",6,"points"
"Andrena costillensis Viereck and Cockerell, 1914",310,"points"
"Andrena cragini Cockerell, 1899",25,"points"
"Andrena crassana Warncke, 1965",11,"points"
"Andrena crassepunctata Cockerell, 1931",9,"points"
"Andrena crataegi Robertson, 1893",9075,"points"
"Andrena crawfordi Viereck, 1909",201,"points"
"Andrena creberrima Pérez, 1895",1,"points"
"Andrena crecca Warncke, 1965",2,"points"
"Andrena cressonii Robertson, 1891",5179,"points"
"Andrena crinita Bouseman and LaBerge, 1979",11,"points"
"Andrena crispa Warncke, 1975",1,"points"
"Andrena cristata Viereck, 1917",478,"points"
"Andrena croceiventris Morawitz, 1871",3,"points"
"Andrena crocusella Pisanty and Scheuchl, 2016",4,"points"
"Andrena cruciferarum Ribble, 1974",88,"points"
"Andrena crudeni LaBerge, 1971",575,"points"
"Andrena cryptanthae Timberlake, 1951",224,"points"
"Andrena cryptodonta Cockerell, 1922",1,"points"
"Andrena cuneata Warncke, 1974",1,"points"
"Andrena cuneilabris Viereck, 1926",245,"points"
"Andrena cupreotincta Cockerell, 1901",788,"points"
"Andrena curiosa (Morawitz, 1877)",5,"points"
"Andrena curtivalvis Morice, 1899",2,"points"
"Andrena curtula Pérez, 1903",4,"points"
"Andrena curvana Warncke, 1965",8,"points"
"Andrena curvungula Thomson, 1870",1009,"points"
"Andrena cussariensis Morawitz, 1886",40,"points"
"Andrena cyanomicans Pérez, 1895",18,"points"
"Andrena cyanophila Cockerell, 1906",553,"points"
"Andrena cyanosoma (Cockerell, 1916)",51,"points"
"Andrena cyanura Cockerell, 1916",90,"points"
"Andrena cymatilis LaBerge, 1987",14,"points"
"Andrena cypria Pittioni, 1950",11,"points"
"Andrena cypricola Mavromoustakis, 1952",1,"points"
"Andrena daeckei Viereck, 1907",18,"points"
"Andrena damara Warncke, 1968",16,"points"
"Andrena danuvia Stoeckhert, 1950",118,"points"
"Andrena daphanea Warncke, 1974",1,"points"
"Andrena dapsilis LaBerge, 1971",35,"points"
"Andrena dargia Warncke, 1965",2,"points"
"Andrena dauma Warncke, 1969",2,"points"
"Andrena davidsoni Viereck and Cockerell, 1914",1,"points"
"Andrena decaocta Warncke, 1967",4,"points"
"Andrena decipiens Schenck, 1861",169,"points"
"Andrena declinis LaBerge, 1977",5,"points"
"Andrena decollata Warncke, 1974",2,"points"
"Andrena decolorata LaBerge and Thorp, 2005",16,"points"
"Andrena delicatula Cockerell, 1918",39,"points"
"Andrena delphiensis Warncke, 1965",4,"points"
"Andrena dentata Smith, 1879",226,"points"
"Andrena denticulata (Kirby, 1802)",7642,"points"
"Andrena dentiventris Morawitz, 1874",10,"points"
"Andrena derbentina Morawitz, 1886",9,"points"
"Andrena deserta Warncke, 1974",3,"points"
"Andrena deserticola Timberlake, 1937",12,"points"
"Andrena dimorpha Mitchell, 1960",35,"points"
"Andrena dinizi Warncke, 1975",1,"points"
"Andrena discophora Morawitz, 1876",2,"points"
"Andrena discors Erichson, 1841",8,"points"
"Andrena discreta Smith, 1879",120,"points"
"Andrena dissimulans Timberlake, 1951",68,"points"
"Andrena dissona Thorp and LaBerge, 2005",12,"points"
"Andrena distans Provancher, 1888",392,"points"
"Andrena distinguenda Schenck, 1871",10,"points"
"Andrena djelfensis Pérez, 1895",14,"points"
"Andrena dolomellea Lanham, 1949",41,"points"
"Andrena dolosa Morawitz, 1893",8,"points"
"Andrena dorsalis Brullé, 1832",6,"points"
"Andrena dorsata (Kirby, 1802)",8860,"points"
"Andrena dourada Kratochwil and Scheuchl, 2013",41,"points"
"Andrena doursana Dufour, 1853",10,"points"
"Andrena dreisbachorum LaBerge, 1967",14,"points"
"Andrena dubiosa Kohl, 1905",2,"points"
"Andrena duboisi Timberlake, 1951",180,"points"
"Andrena dunningi Cockerell, 1898",1741,"points"
"Andrena duplicata Mitchell, 1960",30,"points"
"Andrena durangoensis Viereck and Cockerell, 1914",9,"points"
"Andrena eburnea Warncke, 1975",2,"points"
"Andrena echizenia Hirashima and Haneda, 1973",199,"points"
"Andrena edashigei Hirashima, 1960",4,"points"
"Andrena eddaensis Gusenleitner, 1998",7,"points"
"Andrena edwardsi Viereck, 1916",242,"points"
"Andrena ehnbergi Morawitz, 1888",3,"points"
"Andrena elata Warncke, 1975",16,"points"
"Andrena elegans Giraud, 1863",6,"points"
"Andrena elisaria Gusenleitner, 1998",1,"points"
"Andrena ellisiae Cockerell, 1914",4,"points"
"Andrena elmaria Gusenleitner, 1998",4,"points"
"Andrena elongatula Viereck, 1917",1,"points"
"Andrena enocki (Cockerell, 1898)",1,"points"
"Andrena enslinella Stoeckhert, 1924",19,"points"
"Andrena eothina Linsley and MacSwain, 1961",32,"points"
"Andrena erberi Morawitz, 1871",11,"points"
"Andrena eremobia Guiglia, 1933",8,"points"
"Andrena eremophila Thorp and LaBerge, 2005",3,"points"
"Andrena erigeniae Robertson, 1891",8400,"points"
"Andrena erythrocnemis Morawitz, 1871",1,"points"
"Andrena erythrogaster (Ashmead, 1890)",2055,"points"
"Andrena erythronii Robertson, 1891",670,"points"
"Andrena esakii Hirashima, 1957",36,"points"
"Andrena escondida Cockerell, 1938",50,"points"
"Andrena espanola Warncke, 1967",24,"points"
"Andrena euzona Pérez, 1895",10,"points"
"Andrena eversmanni Radoszkowski, 1867",328,"points"
"Andrena evoluta Linsley and MacSwain, 1961",575,"points"
"Andrena exigua Erichson, 1835",2,"points"
"Andrena exquisita Warncke, 1975",1,"points"
"Andrena ezoensis Hirashima, 1965",1792,"points"
"Andrena fabalis Warncke, 1965",2,"points"
"Andrena fabrella Pérez, 1903",88,"points"
"Andrena faceta LaBerge, 1987",9,"points"
"Andrena falcinella Warncke, 1969",3,"points"
"Andrena falsifica Perkins, 1915",1815,"points"
"Andrena falsificissima Hirashima, 1966",22,"points"
"Andrena familiaris Smith, 1878",1,"points"
"Andrena farinosa Pérez, 1895",8,"points"
"Andrena fedtschenkoi Morawitz, 1876",4,"points"
"Andrena fenningeri Viereck, 1922",335,"points"
"Andrena ferox Smith, 1847",126,"points"
"Andrena ferrugineicrus Dours, 1872",58,"points"
"Andrena ferrugineipes LaBerge, 1977",21,"points"
"Andrena fertoni Pérez, 1895",1,"points"
"Andrena ferulae Pérez, 1895",2,"points"
"Andrena figurata Morawitz, 1866",3,"points"
"Andrena fimbriata Brullé, 1832",7,"points"
"Andrena flagella Nurse, 1904",1,"points"
"Andrena flaminea LaBerge, 1971",2,"points"
"Andrena flandersi Timberlake, 1937",39,"points"
"Andrena flavilabris Schenck, 1874",2,"points"
"Andrena flavipes Panzer, 1799",32211,"points"
"Andrena flavobila Warncke, 1965",2,"points"
"Andrena flavofacies Nurse, 1904",2,"points"
"Andrena flexa Malloch, 1917",34,"points"
"Andrena flocculosa LaBerge and Ribble, 1972",31,"points"
"Andrena florea Fabricius, 1793",3683,"points"
"Andrena florentina Magretti, 1883",14,"points"
"Andrena floricola Eversmann, 1852",209,"points"
"Andrena florivaga Eversmann, 1852",41,"points"
"Andrena foeniculae Wood, 2020",1,"points"
"Andrena forbesii Robertson, 1891",3192,"points"
"Andrena formosana Cockerell, 1911",1,"points"
"Andrena forsterella Osytshnjuk, 1978",14,"points"
"Andrena fortipunctata Wood, 2021",2,"points"
"Andrena foveopunctata Alfken, 1932",104,"points"
"Andrena foxii Cockerell, 1898",37,"points"
"Andrena fracta Casad and Cockerell, 1896",835,"points"
"Andrena fragilis Smith, 1853",1396,"points"
"Andrena freygessneri Alfken, 1904",52,"points"
"Andrena fria Warncke, 1975",6,"points"
"Andrena frigida Smith, 1853",1776,"points"
"Andrena fucata Smith, 1847",6436,"points"
"Andrena fukuokensis Hirashima, 1952",195,"points"
"Andrena fulgida LaBerge, 1980",2,"points"
"Andrena fulica Warncke, 1974",19,"points"
"Andrena fuliginata Pérez, 1895",3,"points"
"Andrena fuligula Warncke, 1965",4,"points"
"Andrena fulminea LaBerge, 1967",136,"points"
"Andrena fulminoides LaBerge, 1967",2,"points"
"Andrena fulva (Müller, 1766)",28411,"points"
"Andrena fulvago (Christ, 1791)",3110,"points"
"Andrena fulvata Stoeckhert, 1930",2239,"points"
"Andrena fulvicornis Schenck, 1861",97,"points"
"Andrena fulvida Schenck, 1853",888,"points"
"Andrena fulvipennis Smith, 1853",255,"points"
"Andrena fulvitarsis Brullé, 1832",6,"points"
"Andrena fumida Pérez, 1895",14,"points"
"Andrena fumosa LaBerge, 1967",31,"points"
"Andrena funerea Warncke, 1967",35,"points"
"Andrena furva Linsley and MacSwain, 1961",17,"points"
"Andrena fuscicauda (Viereck, 1904)",126,"points"
"Andrena fuscicollis Morawitz, 1876",1,"points"
"Andrena fuscipes (Kirby, 1802)",5405,"points"
"Andrena fuscocalcarata Morawitz, 1877",5,"points"
"Andrena fuscosa Erichson, 1835",289,"points"
"Andrena galbula Warncke, 1975",1,"points"
"Andrena gallinula Warncke, 1975",3,"points"
"Andrena gamskrucki Warncke, 1965",2,"points"
"Andrena gangcana Xu and Tadauchi, 2000",2,"points"
"Andrena gardineri Cockerell, 1906",617,"points"
"Andrena garrula Warncke, 1965",9,"points"
"Andrena garzetta Warncke, 1975",3,"points"
"Andrena gazella Friese, 1922",5,"points"
"Andrena gelriae van der Vecht, 1927",403,"points"
"Andrena geranii Robertson, 1891",682,"points"
"Andrena gibberis Viereck, 1924",22,"points"
"Andrena glabriventris Alfken, 1935",5,"points"
"Andrena glandaria Warncke, 1975",2,"points"
"Andrena glareola Warncke, 1969",2,"points"
"Andrena glidia Warncke, 1965",5,"points"
"Andrena gnaphalii (Cockerell, 1938)",132,"points"
"Andrena gomerensis Warncke, 1993",3,"points"
"Andrena gordia Warncke, 1975",2,"points"
"Andrena gordoni Ribble, 1974",18,"points"
"Andrena govinda Warncke, 1974",4,"points"
"Andrena gracillima Cameron, 1897",1,"points"
"Andrena graecella Warncke, 1965",1,"points"
"Andrena grandilabris Pérez, 1903",1,"points"
"Andrena granulosa Pérez, 1902",37,"points"
"Andrena gravida Imhoff, 1832",4777,"points"
"Andrena gredana Warncke, 1975",28,"points"
"Andrena gregaria Warncke, 1974",1,"points"
