"variable","Name","Observed","Estimate","Est_s.e.","95%Lower","95%Upper","n","s.e.","groupNo"
"DRC","iNEXT",769,1060.3514963594948,34.84080135026603,992.064780520459,1128.6382121985307,"10476",NA,6
"Tunisia","iNEXT",686,1035.5845920067372,47.48385367662855,942.5179489533755,1128.651235060099,"2601",NA,22
"DRC","iChao",NA,1065.897,NA,1014.085,1128.662,"9737",29.121,6
"Slovakia","iNEXT",641,1032.194153549118,49.236425636731504,935.6925325736396,1128.6957745245963,"8585",NA,20
"Tajikistan","iChao",NA,1021.637,NA,935.356,1128.751,"2880",49.103,21
"Romania","iChao",NA,1064.069,NA,1009.799,1128.791,"8032",30.26,18
"Romania","iNEXT",728,1050.9939043730942,39.714892836228316,973.1541447642189,1128.8336639819695,"6981",NA,18
"Croatia","iNEXT",733,1046.8228651850718,41.85431111518632,964.7899228015721,1128.8558075685714,"10904",NA,6
"Ukraine","iNEXT",827,1059.059956356857,35.696861673567646,989.0953931155561,1129.0245195981577,"20229",NA,23
"Bolivia","iChao",NA,1054.126,NA,992.171,1129.042,"15432",34.789,3
"India","iChao",NA,1072.52,NA,1025.47,1129.052,"20763",26.334,10
"Colombia","iChao",NA,1068.78,NA,1019.995,1129.118,"40773",27.711,5
"Hungary","iChao",NA,1068.367,NA,1016.784,1129.133,"7982",28.583,10
"Portugal","iChao",NA,1070.826,NA,1021.754,1129.204,"18497",27.328,17
"Colombia","iNEXT",814,1052.3986373533673,39.19778972692538,975.5723812150196,1129.2248934917152,"40704",NA,5
"Romania","iNEXT",728,1038.6949022099343,46.20577020540894,948.1332567293989,1129.2565476904697,"8831",NA,18
"India","iNEXT",792,1051.0224536164963,40.00068855704874,972.6225446878774,1129.4223625451152,"22472",NA,10
"Croatia","iNEXT",733,1046.1554728268588,42.490413032526476,962.8757935948756,1129.435152058842,"10802",NA,6
"Croatia","iChao",NA,1059.421,NA,1001.756,1129.458,"10748",32.453,6
"Ukraine","iChao",NA,1083.225,NA,1044.01,1129.528,"14645",21.755,23
"Hungary","iChao",NA,1061.558,NA,1005.065,1129.529,"8685",31.642,10
"Slovakia","iChao",NA,1034.253,NA,957.543,1129.553,"9385",43.672,20
"Croatia","iNEXT",733,1045.6011291585278,42.83453700568559,961.6469793329358,1129.5552789841197,"10751",NA,6
"India","iChao",NA,1072.385,NA,1024.71,1129.827,"21533",26.722,10
"Romania","iChao",NA,1065.178,NA,1010.904,1129.864,"8253",30.253,18
"Colombia","iNEXT",814,1060.2524192638004,35.5652473937483,990.5458152707967,1129.9590232568041,"39710",NA,5
"Portugal","iNEXT",763,1057.8438881591937,36.827175699471404,985.6639501359012,1130.0238261824863,"16641",NA,17
"Bolivia","iChao",NA,1039.395,NA,967.617,1130.14,"19392",41.231,3
"Slovakia","iNEXT",641,1034.319538387468,48.92090130574134,938.4363337369764,1130.2027430379594,"9462",NA,20
"Romania","iChao",NA,1062.762,NA,1006.623,1130.212,"8799",31.421,18
"Ukraine","iChao",NA,1082.328,NA,1041.925,1130.325,"16389",22.484,23
"Hungary","iChao",NA,1068.658,NA,1016.403,1130.348,"8555",28.987,10
"Tunisia","iNEXT",686,1053.039785355721,39.47213332014407,975.6758256552752,1130.4037450561668,"2725",NA,22
"Ukraine","iNEXT",827,1062.9997709213258,34.433024021661026,995.5122839600677,1130.487257882584,"13969",NA,23
"Croatia","iChao",NA,1065.436,NA,1011.027,1130.492,"10904",30.378,6
"DRC","iNEXT",769,1048.5371550113239,41.85280550028792,966.5071635787997,1130.567146443848,"10557",NA,6
"Tunisia","iChao",NA,1058.118,NA,997.464,1130.584,"2712",33.851,22
"Tunisia","iChao",NA,1056.45,NA,994.668,1130.598,"2770",34.56,22
"Romania","iChao",NA,1059.563,NA,1001.052,1130.612,"8629",32.926,18
"Bulgaria","iChao",NA,1066.54,NA,1013.223,1130.616,"10076",29.845,4
"Romania","iNEXT",728,1054.4329329373697,38.89515508161385,978.1998298043067,1130.666036070433,"8204",NA,18
"Hungary","iNEXT",727,1052.07795855123,40.11815204021728,973.4478254261022,1130.708091676358,"8605",NA,10
"India","iChao",NA,1076.659,NA,1031.221,1130.728,"23532",25.307,10
"Bulgaria","iNEXT",749,1051.860775633144,40.262113137099504,972.9484839429518,1130.773067323336,"10573",NA,4
"Colombia","iChao",NA,1063.507,NA,1010.493,1130.823,"41435",30.52,5
"Ukraine","iNEXT",827,1065.1446360789653,33.51025572882181,999.4657417377475,1130.823530420183,"16250",NA,23
"Bulgaria","iNEXT",749,1053.776484257308,39.32202425867671,976.7067329110913,1130.8462356035247,"10779",NA,4
"Hungary","iChao",NA,1062.41,NA,1005.561,1130.861,"8291",31.853,10
"Colombia","iNEXT",814,1055.1078043331509,38.67586967484482,979.3044926996901,1130.9111159666115,"41343",NA,5
"Colombia","iChao",NA,1068.924,NA,1019.061,1130.912,"40891",28.397,5
"Turkmenistan","iChao",NA,1056.27,NA,992.106,1130.96,"1041",35.34,22
"Ukraine","iChao",NA,1080.451,NA,1038.326,1130.971,"18337",23.555,23
"Tunisia","iNEXT",686,1041.1055312057276,45.86262881551852,951.2164304909825,1130.9946319204728,"2928",NA,22
"Ukraine","iNEXT",827,1063.002303579223,34.72601925836517,994.9405565063831,1131.064050652063,"15800",NA,23
"DRC","iNEXT",769,1058.759676926496,36.91101665524588,986.415413649456,1131.103940203536,"8780",NA,6
"Ukraine","iNEXT",827,1067.2022228445767,32.60807589020371,1003.2915684946285,1131.1128771945248,"16463",NA,23
"Bolivia","iChao",NA,1045.57,NA,976.805,1131.173,"19480",39.189,3
"Colombia","iChao",NA,1071.292,NA,1022.636,1131.297,"39860",27.597,5
"Ukraine","iNEXT",827,1061.0968673829161,35.84512565169449,990.8417120842821,1131.3520226815501,"15883",NA,23
"Portugal","iChao",NA,1078.061,NA,1032.433,1131.416,"19178",25.189,17
"Bolivia","iChao",NA,1045.249,NA,976.118,1131.441,"16531",39.429,3
"Colombia","iChao",NA,1068.697,NA,1018.074,1131.877,"39576",28.888,5
"Colombia","iChao",NA,1068.697,NA,1018.074,1131.877,"40716",28.888,5
"Colombia","iNEXT",814,1064.1201518545372,34.609381762897556,996.2870100720606,1131.9532936370138,"40579",NA,5
"Tunisia","iChao",NA,1067.687,NA,1012.444,1132.278,"2652",30.495,22
"Croatia","iNEXT",733,1051.4722608510708,41.23653586485053,970.6501357087694,1132.294385993372,"9651",NA,6
"Portugal","iChao",NA,1075.613,NA,1027.518,1132.452,"18166",26.694,17
"Portugal","iNEXT",763,1058.0448875763732,38.02972954970254,983.5079873171575,1132.5817878355888,"16268",NA,17
"Ukraine","iChao",NA,1085.143,NA,1045.035,1132.629,"17655",22.281,23
"Bolivia","iChao",NA,1036.166,NA,960.995,1132.661,"18917",43.518,3
"DRC","iNEXT",769,1055.6672364798223,39.29711199336947,978.6463122763812,1132.6881606832635,"9553",NA,6
"Ukraine","iNEXT",827,1063.0006687905284,35.60480315001588,993.2165369398589,1132.7848006411978,"14753",NA,23
"Bulgaria","iNEXT",749,1050.9019164230185,41.78213766911657,969.0104313944556,1132.7934014515813,"11048",NA,4
"Portugal","iNEXT",763,1060.664812244898,36.80439467081911,988.5295242172947,1132.8001002725014,"19600",NA,17
"Colombia","iChao",NA,1068.632,NA,1017.305,1132.919,"40729",29.343,5
"Slovakia","iChao",NA,1046.138,NA,974.63,1132.972,"10814",40.24,20
"Bolivia","iChao",NA,1041.563,NA,969.223,1133.057,"16104",41.562,3
"Benin","iChao",NA,350.518,NA,131.813,1133.188,"195",220.296,3
"India","iNEXT",792,1061.885225144552,36.38758617214053,990.5668667628087,1133.203583526295,"21195",NA,10
"Colombia","iNEXT",814,1061.3328913406617,36.68553237359983,989.4305691347278,1133.2352135465956,"41240",NA,5
"India","iNEXT",792,1052.2505475770267,41.36221499337438,971.1820958692103,1133.3189992848431,"23374",NA,10
"Bulgaria","iNEXT",749,1051.5505489585362,41.73818877418524,969.7452021811993,1133.3558957358732,"10274",NA,4
"Colombia","iChao",NA,1069.84,NA,1018.947,1133.371,"41034",29.045,5
"Ukraine","iNEXT",827,1067.094826157277,33.82197588865917,1000.804971529523,1133.3846807850312,"17312",NA,23
"Azerbaijan","iChao",NA,1038.275,NA,959.567,1133.435,"1437",44.193,2
"Tunisia","iNEXT",686,1034.0061653659172,50.742717640729,934.5522663124032,1133.4600644194313,"2902",NA,22
"Croatia","iNEXT",733,1041.6089796169074,46.865805414484726,949.7536888980551,1133.4642703357597,"9890",NA,6
"Ukraine","iNEXT",827,1069.140610278342,32.84435218718639,1004.7668628959073,1133.5143576607766,"15219",NA,23
"Bolivia","iChao",NA,1044.151,NA,972.979,1133.612,"15593",40.762,3
"Hungary","iChao",NA,1066.354,NA,1010.176,1133.676,"8261",31.401,10
"Tunisia","iNEXT",686,1052.9841368867965,41.177959999754705,972.2768183304463,1133.6914554431467,"2879",NA,22
"DRC","iNEXT",769,1051.0219872460793,42.207480117650235,968.2968463372945,1133.7471281548642,"9773",NA,6
"Azerbaijan","iChao",NA,1039.971,NA,962.161,1133.748,"1397",43.619,2
"Ukraine","iChao",NA,1082.089,NA,1039.121,1133.76,"14458",24.06,23
"Ukraine","iNEXT",827,1061.1304109734524,37.057461513481584,988.4991210485493,1133.7617008983555,"14698",NA,23
"Bolivia","iChao",NA,1044.269,NA,972.959,1133.938,"16786",40.849,3
"Bulgaria","iChao",NA,1073.768,NA,1022.985,1133.963,"10122",28.228,4
"Colombia","iNEXT",814,1065.6202129571534,34.8948015923573,997.2276585884623,1134.0127673258446,"40844",NA,5
"Croatia","iNEXT",733,1050.719906121542,42.542075560385356,967.3389701956049,1134.1008420474789,"9001",NA,6
"Tunisia","iChao",NA,1060.734,NA,999.357,1134.134,"2796",34.271,22
"Colombia","iNEXT",814,1062.5149153915813,36.5723423708286,990.834441514489,1134.1953892686736,"37712",NA,5
"Tunisia","iChao",NA,1064.448,NA,1005.512,1134.256,"2653",32.748,22
"DRC","iNEXT",769,1054.1700872494034,41.04849957042957,973.7165064719537,1134.6236680268532,"10454",NA,6
"Turkmenistan","iChao",NA,1059.66,NA,995.22,1134.633,"1076",35.482,22
"DRC","iChao",NA,1076.597,NA,1027.749,1134.667,"10028",27.193,6
"Ukraine","iNEXT",827,1064.9908985115399,35.61811024975984,995.1806852246336,1134.801111798446,"17938",NA,23
"Lebanon","iChao",NA,1023.552,NA,934.186,1134.847,"5320",50.941,12
"Romania","iChao",NA,1071.452,NA,1017.921,1134.865,"8370",29.746,18
"Turkmenistan","iNEXT",601,1029.9598504781304,53.53453155102234,925.0340967089036,1134.8856042473574,"1032",NA,22
"Colombia","iNEXT",814,1066.0437377326145,35.129732950573256,997.1907263629811,1134.8967491022481,"40249",NA,5
"Slovenia","iChao",NA,1014.095,NA,920.226,1134.973,"7402",54.43,20
"Ukraine","iChao",NA,1088.227,NA,1048.554,1135.006,"18525",21.994,23
"India","iChao",NA,1080.215,NA,1034.138,1135.061,"22628",25.667,10
"Colombia","iChao",NA,1067.704,NA,1014.43,1135.138,"40172",30.621,5
"Colombia","iNEXT",814,1062.181383542401,37.28118013503299,989.1116131765863,1135.2511539082157,"40577",NA,5
"Tunisia","iNEXT",686,1037.1452339688042,50.05918024561854,939.0310435917929,1135.2594243458154,"2885",NA,22
"Colombia","iNEXT",814,1060.564875521018,38.122113031899445,985.8469069639301,1135.2828440781059,"42684",NA,5
"Hungary","iNEXT",727,1044.4989629283791,46.32178394283197,953.7099347007827,1135.2879911559755,"7167",NA,10
"Bulgaria","iChao",NA,1074.377,NA,1023.052,1135.315,"11454",28.553,4
"India","iNEXT",792,1059.7566694692932,38.624845587001126,984.0533632103502,1135.4599757282363,"21317",NA,10
"Tunisia","iNEXT",686,1042.9436956340048,47.20769703585509,950.4183096506507,1135.469081617359,"2854",NA,22
"India","iChao",NA,1077.558,NA,1029.381,1135.514,"22203",26.982,10
"Ukraine","iNEXT",827,1063.1461902565454,36.930892077569226,990.7629718675742,1135.5294086455167,"16260",NA,23
"Romania","iNEXT",728,1051.1769005071314,43.05750136261397,966.7857485721238,1135.568052442139,"7565",NA,18
"France","iNEXT",1003,1094.8396040223379,20.803614880492006,1054.065268108332,1135.6139399363437,"136311",NA,8
"Colombia","iChao",NA,1071.086,NA,1019.496,1135.627,"40871",29.476,5
"Turkmenistan","iNEXT",601,1052.1324404761904,42.650497373863146,968.5390017006985,1135.7258792516823,"1050",NA,22
"Romania","iChao",NA,1063.98,NA,1004.796,1135.819,"9014",33.298,18
"India","iNEXT",792,1054.8257400442149,41.33952557324328,973.8017587826855,1135.8497213057442,"22149",NA,10
"DRC","iNEXT",769,1062.881898724263,37.25969251252743,989.8542433246724,1135.9095541238535,"9437",NA,6
"Ukraine","iNEXT",827,1071.6379384395132,32.81181321676522,1007.3279662671981,1135.9479106118283,"14732",NA,23
"Turkmenistan","iChao",NA,1066.943,NA,1006.794,1136.007,"1050",32.899,22
"DRC","iNEXT",769,1067.7471725670987,34.83666770542847,999.4685585230693,1136.025786611128,"10252",NA,6
"Hungary","iChao",NA,1076.012,NA,1024.724,1136.135,"8683",28.349,10
"Ukraine","iChao",NA,1085.88,NA,1043.723,1136.238,"16593",23.526,23
"Ukraine","iChao",NA,1087.118,NA,1045.77,1136.281,"13951",23.02,23
"Tunisia","iNEXT",686,1038.1767906872158,50.070819680513914,940.0397874370092,1136.3137939374224,"2753",NA,22
"Ukraine","iChao",NA,1082.983,NA,1038.843,1136.32,"17800",24.777,23
"Portugal","iChao",NA,1081.246,NA,1034.246,1136.391,"17141",25.991,17
"Ukraine","iNEXT",827,1073.8822121156081,31.908007401294814,1011.3436667906327,1136.4207574405834,"14635",NA,23
"India","iNEXT",792,1062.3582307155798,37.82566601681814,988.2212876313756,1136.495173799784,"25265",NA,10
"Azerbaijan","iChao",NA,1044.485,NA,967.737,1136.544,"1414",42.92,2
"Colombia","iChao",NA,1069.609,NA,1016.465,1136.703,"41309",30.505,5
"Croatia","iChao",NA,1067.551,NA,1010.208,1136.755,"9716",32.167,6
"Slovakia","iChao",NA,1037.488,NA,958.095,1136.761,"9782",45.349,20
"Bolivia","iNEXT",696,1036.5044653110913,51.15625312929598,936.2400515936567,1136.7688790285258,"15832",NA,3
"Portugal","iNEXT",763,1056.2928791223494,41.06079959383865,975.8151907420089,1136.77056750269,"14949",NA,17
"Azerbaijan","iChao",NA,1042.652,NA,964.479,1136.845,"1530",43.817,2
"Croatia","iChao",NA,1061.228,NA,999.658,1137.014,"10064",34.887,6
"Slovenia","iChao",NA,1035.072,NA,952.25,1137.041,"8913",46.936,20
"Portugal","iChao",NA,1083.207,NA,1037.104,1137.065,"19666",25.438,17
"Colombia","iChao",NA,1073.564,NA,1022.543,1137.066,"38461",29.074,5
"Turkmenistan","iNEXT",601,1031.828857421875,53.76853446196844,926.4444663749161,1137.2132484688339,"1024",NA,22
"Benin","iChao",NA,342.966,NA,127.337,1137.354,"225",220.855,3
"Portugal","iNEXT",763,1062.5298499402707,38.20621461423035,987.6470453107713,1137.41265456977,"17295",NA,17
"Ukraine","iNEXT",827,1069.7665713623087,34.52775341664617,1002.0934181986024,1137.439724526015,"15331",NA,23
"India","iNEXT",792,1057.2074350682522,40.93662149542428,976.9731312884722,1137.441738848032,"22839",NA,10
"Portugal","iChao",NA,1083.299,NA,1036.932,1137.513,"17581",25.595,17
"Hungary","iChao",NA,1063.714,NA,1003.012,1137.765,"10070",34.239,10
"Colombia","iNEXT",814,1060.7149683416794,39.34110789552424,983.6078137545477,1137.8221229288113,"41383",NA,5
"Romania","iChao",NA,1069.516,NA,1012.542,1137.898,"8865",31.871,18
"Ukraine","iChao",NA,1090.543,NA,1050.38,1137.927,"18251",22.272,23
"Colombia","iChao",NA,1071.568,NA,1018.802,1137.928,"40834",30.229,5
"Ukraine","iNEXT",827,1069.0201039955452,35.159166944321946,1000.1094030582432,1137.9308049328474,"13423",NA,23
"Croatia","iChao",NA,1069.392,NA,1012.451,1137.936,"10333",31.901,6
"Romania","iChao",NA,1073.889,NA,1019.842,1137.945,"6728",30.041,18
"Bolivia","iChao",NA,1043.878,NA,969.821,1137.964,"17267",42.646,3
"Canada","iNEXT",920,1091.0715311356057,23.968636272639046,1044.0938672826928,1138.0491949885186,"143021",NA,4
"Croatia","iChao",NA,1066.097,NA,1006.904,1138.083,"9433",33.335,6
"Colombia","iNEXT",814,1067.1604793443637,36.2240233354731,996.1626982316978,1138.1582604570294,"40917",NA,5
"Colombia","iNEXT",814,1058.4447578286117,40.701437331810624,978.6714065392488,1138.2181091179746,"41719",NA,5
"Azerbaijan","iChao",NA,1041.659,NA,961.884,1138.231,"1487",44.821,2
"Portugal","iChao",NA,1078.379,NA,1028.065,1138.243,"19490",28.021,17
"Turkmenistan","iChao",NA,1055.547,NA,985.51,1138.341,"1089",38.878,22
"India","iNEXT",792,1060.3994978184135,39.83094942066876,982.3322714838661,1138.4667241529608,"21881",NA,10
"Hungary","iChao",NA,1072.813,NA,1017.607,1138.508,"8201",30.748,10
"India","iChao",NA,1073.614,NA,1020.866,1138.519,"22277",29.884,10
"Tunisia","iChao",NA,1060.589,NA,996.056,1138.554,"2721",36.221,22
"Colombia","iChao",NA,1076.487,NA,1026.228,1138.647,"43753",28.548,5
"Hungary","iChao",NA,1076.35,NA,1023.459,1138.676,"7225",29.313,10
"Serbia","iChao",NA,1032.092,NA,946.254,1138.846,"12249",48.896,19
"Turkmenistan","iNEXT",601,1032.4667379935102,54.28761784539697,926.0649622100583,1138.8685137769621,"1037",NA,22
"Romania","iChao",NA,1071.11,NA,1014.523,1138.871,"7898",31.618,18
"Croatia","iChao",NA,1069.889,NA,1012.594,1138.925,"10909",32.115,6
"Portugal","iChao",NA,1080.894,NA,1031.817,1138.93,"19071",27.248,17
"Colombia","iNEXT",814,1049.124661593776,45.95960594491882,959.0454891980821,1139.2038339894698,"40728",NA,5
"Hungary","iNEXT",727,1056.1236166352833,42.44189044643389,972.9390399244783,1139.3081933460883,"8302",NA,10
"Portugal","iNEXT",763,1063.9581220875916,38.507658444941256,988.4844984065371,1139.4317457686461,"17095",NA,17
"Romania","iChao",NA,1075.06,NA,1020.75,1139.447,"8192",30.192,18
"Bolivia","iChao",NA,1050.65,NA,979.545,1139.586,"17874",40.621,3
"Hungary","iChao",NA,1074.525,NA,1019.705,1139.611,"9046",30.497,10
"DRC","iNEXT",769,1068.8017475829224,36.14017191135252,997.9683122415854,1139.6351829242594,"8308",NA,6
"Romania","iNEXT",728,1061.1818243339594,40.056117303653046,982.6732770582878,1139.690371609631,"8034",NA,18
"Slovakia","iChao",NA,1039.268,NA,959.037,1139.738,"8954",45.862,20
"India","iNEXT",792,1067.6174201222263,36.80467577802316,995.4815811346273,1139.7532591098254,"22575",NA,10
"DRC","iNEXT",769,1054.119922801465,43.692846303901696,968.4835176637738,1139.7563279391563,"9973",NA,6
"Portugal","iChao",NA,1085.26,NA,1038.627,1139.782,"18477",25.741,17
"Colombia","iNEXT",814,1072.2925738724728,34.445779004745035,1004.7800876037466,1139.805060141199,"41152",NA,5
"Ukraine","iNEXT",827,1078.3227349736892,31.422073808012676,1016.736601990425,1139.9088679569534,"16505",NA,23
"Colombia","iChao",NA,1072.445,NA,1018.77,1140.189,"41207",30.805,5
"Croatia","iNEXT",733,1052.3586385158233,44.837916065503876,964.4779378856058,1140.2393391460407,"11614",NA,6
"Tunisia","iNEXT",686,1054.311307531096,43.859762651283454,968.3477523641054,1140.2748626980865,"2648",NA,22
"Tunisia","iChao",NA,1070.134,NA,1010.647,1140.522,"2766",33.037,22
"Colombia","iNEXT",814,1071.77191576843,35.12588936632278,1002.9264376854989,1140.6173938513612,"39699",NA,5
"Romania","iNEXT",728,1054.2520640167395,44.09312550392767,967.8311260632366,1140.6730019702422,"7759",NA,18
"Tunisia","iChao",NA,1068.175,NA,1007.224,1140.692,"2902",33.945,22
"Portugal","iChao",NA,1084.193,NA,1036.082,1140.779,"18536",26.638,17
"Portugal","iNEXT",763,1060.5008936932788,40.98021363163227,980.1811508965221,1140.8206364900354,"17374",NA,17
"Turkmenistan","iNEXT",601,1031.8267909715407,55.62928758732943,922.795390814754,1140.8581911283275,"1019",NA,22
"Hungary","iChao",NA,1078.485,NA,1025.466,1140.922,"8397",29.374,10
"Bulgaria","iNEXT",749,1063.45092177077,39.52917233299088,985.9751676594309,1140.9266758821093,"11050",NA,4
"DRC","iNEXT",769,1067.7477657354088,37.39042411007549,994.4638811129828,1141.031650357835,"10465",NA,6
"Turkmenistan","iChao",NA,1066.594,NA,1002.352,1141.117,"1062",35.321,22
"Croatia","iNEXT",733,1044.8533636938726,49.18697653551654,948.4486611758434,1141.2580662119017,"9516",NA,6
"India","iChao",NA,1083.456,NA,1035.131,1141.387,"18590",27.016,10
"Ukraine","iChao",NA,1097.277,NA,1059.356,1141.387,"16652",20.878,23
"Turkmenistan","iNEXT",601,1034.548703060162,54.52761797384434,927.6765356686684,1141.420870451656,"1074",NA,22
"Azerbaijan","iChao",NA,1044.519,NA,964.408,1141.457,"1511",45,2
"Portugal","iNEXT",763,1059.322040231086,41.90780825367442,977.1842453828738,1141.4598350792983,"18611",NA,17
"Portugal","iNEXT",763,1056.295636175473,43.535417525096136,970.9677857743707,1141.6234865765753,"17393",NA,17
"Turkmenistan","iChao",NA,1068.119,NA,1004.47,1141.81,"1028",34.96,22
"Hungary","iChao",NA,1070.513,NA,1011.41,1141.899,"8408",33.169,10
"India","iNEXT",792,1062.303245867521,40.63750414692377,982.6552013179531,1141.9512904170886,"24163",NA,10
"Bolivia","iChao",NA,1049.766,NA,976.578,1142.044,"18014",41.983,3
"Portugal","iChao",NA,1088.125,NA,1041.621,1142.391,"16979",25.645,17
